requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
1;7;10;['F3', 'F2'];5
2;9;11;['F2'];5
3;9;13;['F2', 'F3', 'F4', 'F1'];5
4;20;13;['F6', 'F3'];5
5;4;9;['F5'];5
6;7;20;['F3', 'F5'];5
7;15;20;['F6', 'F4', 'F2', 'F5', 'F1'];5
8;13;9;['F4', 'F5'];5
9;2;17;['F2', 'F5', 'F1', 'F6', 'F4'];5
10;7;18;['F4', 'F1'];5
11;15;19;['F6', 'F2', 'F3'];5
12;19;16;['F3', 'F6'];5
13;5;3;['F3'];5
14;2;4;['F4', 'F1'];5
15;14;11;['F3', 'F4', 'F6'];5
16;18;17;['F4', 'F3', 'F2', 'F6', 'F5'];5
17;8;12;['F2', 'F3', 'F5', 'F1'];5
18;7;20;['F6', 'F2', 'F4', 'F5'];5
19;5;2;['F2', 'F1', 'F5'];5
20;11;15;['F4', 'F3', 'F6', 'F1'];5
21;16;8;['F2', 'F5'];5
22;17;6;['F4'];5
23;5;8;['F4'];5
24;10;3;['F3', 'F2', 'F6'];5
25;17;19;['F3', 'F2'];5
26;11;8;['F5', 'F4'];5
27;2;13;['F3', 'F2', 'F5', 'F6'];5
28;4;14;['F5', 'F1'];5
29;19;9;['F1', 'F6'];5
30;7;14;['F6', 'F4', 'F3', 'F1'];5
31;12;9;['F2', 'F1'];5
32;14;11;['F4', 'F5', 'F1'];5
33;4;5;['F1', 'F6', 'F4', 'F3'];5
34;15;4;['F4', 'F1', 'F6'];5
35;20;6;['F1', 'F2'];5
36;11;14;['F1', 'F5', 'F4'];5
37;10;2;['F3', 'F2', 'F6', 'F5'];5
38;5;4;['F5', 'F3'];5
39;18;4;['F4'];5
40;10;12;['F1', 'F4', 'F3', 'F2'];5
41;2;9;['F4', 'F5', 'F2', 'F6'];5
42;3;14;['F2', 'F1', 'F4', 'F5'];5
43;7;14;['F4', 'F5', 'F3'];5
44;15;4;['F6', 'F1', 'F4'];5
45;4;3;['F1', 'F2'];5
46;15;13;['F5', 'F6', 'F2', 'F4', 'F1'];5
47;6;4;['F4', 'F3', 'F5', 'F1', 'F6'];5
48;10;9;['F6', 'F1', 'F2', 'F5'];5
49;19;7;['F6', 'F4', 'F2', 'F5'];5
50;3;13;['F4', 'F6', 'F1', 'F3', 'F2'];5
51;18;15;['F2', 'F1', 'F5', 'F6'];5
52;5;8;['F6', 'F3', 'F4', 'F1'];5
53;12;20;['F2'];5
54;15;20;['F3', 'F4', 'F5'];5
55;1;7;['F5', 'F2', 'F3', 'F6'];5
56;8;5;['F5', 'F4'];5
57;9;7;['F4', 'F2', 'F6'];5
58;9;20;['F1', 'F6', 'F4', 'F3'];5
59;20;9;['F4', 'F6', 'F3'];5
60;15;1;['F6', 'F5'];5
61;12;15;['F1', 'F6', 'F2'];5
62;9;12;['F4', 'F5'];5
63;13;5;['F2', 'F3', 'F5'];5
64;12;1;['F6', 'F1', 'F2', 'F4'];5
65;20;3;['F5', 'F2', 'F4', 'F6'];5
66;14;4;['F3'];5
67;18;12;['F5'];5
68;17;7;['F1', 'F2'];5
69;17;12;['F3', 'F5'];5
70;14;10;['F3'];5
71;4;2;['F6', 'F4', 'F2'];5
72;12;9;['F5'];5
73;4;3;['F3'];5
74;6;5;['F2'];5
75;20;16;['F6', 'F1', 'F4'];5
