requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
1;12;15;['F3', 'F4', 'F2', 'F6'];5
2;6;4;['F1', 'F2'];5
3;2;14;['F2'];5
4;10;17;['F1', 'F5', 'F2', 'F3', 'F6'];5
5;4;5;['F1', 'F2'];5
6;20;5;['F1', 'F4', 'F2'];5
7;18;20;['F6'];5
8;15;16;['F1'];5
9;1;8;['F4', 'F6', 'F2'];5
10;9;14;['F3', 'F6', 'F4'];5
11;17;15;['F2', 'F1', 'F3'];5
12;14;10;['F2', 'F5', 'F4'];5
13;7;10;['F3', 'F1'];5
14;2;9;['F3', 'F6'];5
15;17;18;['F4'];5
16;20;4;['F1'];5
17;1;3;['F1', 'F3', 'F5'];5
18;16;19;['F4'];5
19;5;8;['F1', 'F5', 'F4', 'F3'];5
20;20;15;['F6'];5
21;17;19;['F2', 'F4', 'F6'];5
22;1;14;['F5', 'F2'];5
23;2;11;['F2', 'F1', 'F3'];5
24;9;20;['F2', 'F3', 'F4', 'F5'];5
25;1;19;['F6', 'F4'];5
26;19;14;['F3', 'F4', 'F1'];5
27;5;17;['F3', 'F1'];5
28;12;20;['F1', 'F2', 'F6'];5
29;8;14;['F4'];5
30;3;11;['F1', 'F4', 'F3'];5
31;19;9;['F1', 'F5', 'F4', 'F2'];5
32;19;11;['F4', 'F2', 'F1', 'F6', 'F3'];5
33;7;4;['F2', 'F6', 'F3', 'F5', 'F4'];5
34;19;4;['F6', 'F2'];5
35;4;8;['F5'];5
36;16;20;['F3', 'F5', 'F1'];5
37;19;1;['F6', 'F2', 'F4'];5
38;10;11;['F6', 'F1', 'F3', 'F2', 'F4'];5
39;1;12;['F3', 'F2'];5
40;19;7;['F4', 'F3'];5
41;10;6;['F5', 'F6', 'F3'];5
42;9;5;['F4'];5
43;9;16;['F4', 'F5', 'F3'];5
44;7;13;['F1', 'F6', 'F2', 'F3'];5
45;18;14;['F3'];5
46;4;5;['F1', 'F5', 'F4', 'F2'];5
47;14;5;['F2'];5
48;16;4;['F4', 'F1', 'F5'];5
49;4;13;['F1', 'F6', 'F2'];5
50;6;17;['F1'];5
51;4;20;['F3', 'F6', 'F5'];5
52;18;2;['F2', 'F4', 'F3'];5
53;16;4;['F6', 'F1'];5
54;4;14;['F4', 'F2'];5
55;14;5;['F4', 'F5'];5
56;18;10;['F1', 'F5', 'F6', 'F3'];5
57;5;20;['F2', 'F5', 'F3', 'F1'];5
58;19;6;['F6', 'F4', 'F3', 'F1'];5
59;6;15;['F5'];5
60;10;17;['F2', 'F4'];5
61;9;6;['F2', 'F1', 'F5'];5
62;19;14;['F6', 'F3', 'F1'];5
63;13;16;['F5', 'F4', 'F2'];5
64;8;12;['F2', 'F3'];5
65;16;3;['F5'];5
66;10;12;['F2'];5
67;15;20;['F4', 'F1', 'F3'];5
68;10;18;['F3', 'F2', 'F1'];5
69;3;1;['F1', 'F4', 'F5', 'F6'];5
70;8;10;['F1'];5
71;17;18;['F1', 'F5', 'F3'];5
72;18;5;['F2', 'F1', 'F5'];5
73;6;1;['F1', 'F3', 'F4'];5
74;6;8;['F4'];5
75;6;9;['F4', 'F2', 'F3', 'F6'];5
76;7;1;['F3', 'F1'];5
77;8;13;['F2', 'F6', 'F4', 'F1'];5
78;13;7;['F1', 'F5'];5
79;3;15;['F5'];5
80;10;13;['F4', 'F3', 'F5'];5
81;12;9;['F5', 'F6', 'F1'];5
82;12;15;['F3', 'F1', 'F2', 'F6'];5
83;5;3;['F4', 'F6', 'F3'];5
84;16;8;['F6', 'F5', 'F3', 'F1', 'F2'];5
85;2;19;['F6', 'F4', 'F3'];5
86;19;7;['F6'];5
87;9;2;['F6'];5
88;14;15;['F2'];5
89;3;16;['F4'];5
90;5;17;['F6', 'F5', 'F2'];5
91;1;8;['F2', 'F1', 'F4', 'F5'];5
92;6;9;['F1', 'F5', 'F4'];5
93;9;12;['F4', 'F6', 'F3', 'F5', 'F2'];5
94;19;15;['F3', 'F6'];5
95;20;15;['F3'];5
96;20;6;['F5', 'F6'];5
97;14;18;['F5', 'F2', 'F4'];5
98;12;18;['F1', 'F6', 'F4'];5
99;3;13;['F1', 'F3', 'F6'];5
100;3;11;['F5', 'F2', 'F4', 'F6', 'F3'];5
