requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
1;19;16;['F2', 'F3'];5
2;20;12;['F3', 'F5', 'F4', 'F2'];5
3;15;14;['F1', 'F2', 'F3'];5
4;14;3;['F1'];5
5;17;19;['F4', 'F6'];5
6;13;3;['F6', 'F5', 'F3', 'F4'];5
7;4;7;['F4', 'F6', 'F2'];5
8;5;15;['F3', 'F6', 'F4'];5
9;12;16;['F1', 'F4'];5
10;11;16;['F1', 'F6', 'F3', 'F2', 'F5'];5
11;1;2;['F5', 'F3', 'F6'];5
12;7;17;['F1'];5
13;7;3;['F4', 'F5', 'F1'];5
14;14;13;['F4'];5
15;12;14;['F5', 'F4', 'F3', 'F6', 'F1'];5
16;7;15;['F6', 'F5', 'F4'];5
17;19;6;['F2', 'F5'];5
18;15;11;['F6'];5
19;12;1;['F5', 'F4', 'F2', 'F1'];5
20;16;11;['F4', 'F6', 'F2'];5
21;8;12;['F5', 'F4'];5
22;14;5;['F4', 'F3'];5
23;15;17;['F2', 'F5', 'F6', 'F4', 'F1'];5
24;13;14;['F3', 'F5', 'F1'];5
25;11;16;['F3', 'F6', 'F2'];5
26;2;14;['F1', 'F5', 'F3', 'F4'];5
27;9;15;['F6', 'F1', 'F2', 'F4'];5
28;6;8;['F3', 'F5', 'F2'];5
29;14;5;['F4'];5
30;17;9;['F4', 'F5', 'F1', 'F2'];5
31;6;14;['F2', 'F1'];5
32;11;1;['F5'];5
33;12;15;['F3', 'F1', 'F4', 'F6', 'F2'];5
34;9;16;['F5', 'F3'];5
35;14;9;['F1', 'F2', 'F5', 'F6', 'F4'];5
36;1;3;['F1', 'F3', 'F4'];5
37;10;6;['F2', 'F1', 'F6', 'F5'];5
38;15;14;['F3', 'F5'];5
39;20;2;['F2', 'F3'];5
40;16;17;['F4', 'F5', 'F2'];5
41;20;12;['F4', 'F5', 'F3', 'F6'];5
42;3;9;['F6', 'F2', 'F1', 'F4'];5
43;9;14;['F5', 'F6'];5
44;1;17;['F5', 'F6', 'F1', 'F3'];5
45;1;13;['F5'];5
46;7;8;['F3', 'F2', 'F4'];5
47;18;2;['F5', 'F1'];5
48;20;4;['F4', 'F2', 'F1', 'F6', 'F3'];5
49;1;15;['F1'];5
50;3;1;['F3'];5
51;19;8;['F1', 'F2', 'F6'];5
52;14;10;['F4', 'F1', 'F3', 'F6', 'F2'];5
53;7;14;['F4', 'F6'];5
54;1;4;['F5'];5
55;3;4;['F2', 'F5'];5
56;15;14;['F3', 'F5', 'F4'];5
57;2;1;['F2', 'F4'];5
58;5;18;['F1', 'F5', 'F3', 'F2'];5
59;12;9;['F2'];5
60;9;7;['F3', 'F1'];5
61;11;17;['F5', 'F2', 'F3'];5
62;14;5;['F6', 'F1', 'F3', 'F2', 'F4'];5
63;13;9;['F1', 'F3', 'F5', 'F6'];5
64;19;4;['F3', 'F2', 'F1'];5
65;10;2;['F6', 'F1', 'F3'];5
66;4;8;['F4'];5
67;3;18;['F4'];5
68;10;2;['F2'];5
69;20;7;['F4', 'F1', 'F5', 'F2', 'F6', 'F3'];5
70;4;5;['F1', 'F5'];5
71;8;7;['F3', 'F1'];5
72;14;1;['F3', 'F5'];5
73;19;20;['F3', 'F6', 'F4'];5
74;15;5;['F2', 'F4'];5
75;11;7;['F1', 'F5', 'F3', 'F4'];5
76;13;9;['F3', 'F1', 'F5', 'F4', 'F6'];5
77;9;11;['F3', 'F1', 'F2'];5
78;12;11;['F2', 'F3', 'F4', 'F1'];5
79;6;19;['F6'];5
80;11;5;['F5'];5
81;15;2;['F3', 'F6', 'F4'];5
82;3;12;['F3', 'F4', 'F5'];5
83;1;19;['F3', 'F1'];5
84;13;2;['F4', 'F3', 'F5', 'F1'];5
85;9;10;['F4', 'F5', 'F6', 'F2'];5
86;4;10;['F6', 'F4', 'F2', 'F3'];5
87;7;5;['F4', 'F3', 'F6', 'F2'];5
88;13;19;['F3', 'F4'];5
89;8;7;['F2', 'F4', 'F5'];5
90;19;18;['F4'];5
91;19;7;['F5'];5
92;12;4;['F4', 'F6', 'F1'];5
93;2;17;['F3', 'F6', 'F1'];5
94;8;14;['F6', 'F1', 'F3', 'F2'];5
95;18;13;['F4', 'F5', 'F6'];5
96;12;10;['F4', 'F2', 'F5', 'F3', 'F6'];5
97;20;18;['F6', 'F1', 'F2'];5
98;6;15;['F1'];5
99;13;9;['F4', 'F2', 'F1'];5
100;1;3;['F4', 'F2'];5
101;14;1;['F4', 'F6', 'F3'];5
102;12;14;['F2'];5
103;15;4;['F1', 'F6'];5
104;12;2;['F1', 'F3', 'F4'];5
105;16;3;['F1', 'F6', 'F4'];5
106;1;17;['F1'];5
107;10;17;['F1', 'F2', 'F3'];5
108;9;13;['F4', 'F2', 'F5'];5
109;6;20;['F5', 'F1'];5
110;11;18;['F5', 'F4', 'F3'];5
111;4;9;['F3', 'F4', 'F6'];5
112;11;17;['F2'];5
113;15;11;['F3', 'F6', 'F1'];5
114;7;6;['F4'];5
115;12;17;['F5', 'F3', 'F1', 'F4'];5
116;9;10;['F3', 'F1', 'F4', 'F6', 'F2', 'F5'];5
117;11;1;['F6', 'F3', 'F4', 'F2'];5
118;14;11;['F4', 'F3', 'F6'];5
119;4;15;['F2', 'F3', 'F1'];5
120;10;13;['F5', 'F2', 'F6'];5
121;1;5;['F4', 'F6', 'F3', 'F1', 'F2'];5
122;15;4;['F6', 'F3', 'F2', 'F4'];5
123;3;13;['F3', 'F2', 'F5', 'F1'];5
124;12;17;['F1', 'F3', 'F5'];5
125;13;10;['F4', 'F3', 'F1', 'F5'];5
126;20;16;['F1', 'F3'];5
127;3;1;['F3', 'F6', 'F4'];5
128;18;7;['F5', 'F6', 'F3', 'F1'];5
129;19;5;['F4', 'F6', 'F3', 'F2'];5
130;3;5;['F3', 'F1', 'F4'];5
131;1;5;['F3', 'F2', 'F1'];5
132;9;20;['F2', 'F3'];5
133;6;13;['F1', 'F2'];5
134;5;9;['F4'];5
135;3;15;['F2'];5
136;17;8;['F1', 'F2', 'F4', 'F6'];5
137;15;18;['F2', 'F1', 'F4'];5
138;4;5;['F6', 'F5', 'F4'];5
139;13;10;['F3'];5
140;8;1;['F1', 'F5', 'F3'];5
141;13;20;['F2', 'F4', 'F6', 'F5'];5
142;3;10;['F3', 'F1'];5
143;3;6;['F3', 'F5'];5
144;1;2;['F2', 'F4', 'F6', 'F1'];5
145;16;6;['F2', 'F4'];5
146;20;15;['F5', 'F2'];5
147;15;3;['F3', 'F6', 'F2'];5
148;4;9;['F3', 'F6', 'F4', 'F5'];5
149;10;14;['F1', 'F4', 'F6'];5
150;20;11;['F5'];5
151;11;19;['F6', 'F2'];5
152;1;7;['F4'];5
153;8;12;['F1', 'F5'];5
154;8;16;['F4', 'F5', 'F1'];5
155;17;19;['F3', 'F2', 'F1', 'F4', 'F5', 'F6'];5
156;18;4;['F3', 'F6'];5
157;4;11;['F3', 'F5', 'F1', 'F2'];5
158;14;7;['F5', 'F3', 'F2'];5
159;17;7;['F5', 'F3'];5
160;14;16;['F2', 'F1', 'F5'];5
161;10;12;['F6', 'F2', 'F3', 'F4'];5
162;16;6;['F6'];5
163;4;8;['F5', 'F6', 'F1'];5
164;13;1;['F6', 'F3'];5
165;19;10;['F4', 'F3', 'F6', 'F2'];5
166;20;10;['F4'];5
167;15;18;['F2', 'F5', 'F6'];5
168;13;18;['F5', 'F2', 'F6', 'F3', 'F4'];5
169;3;11;['F1'];5
170;14;7;['F2'];5
171;3;20;['F3', 'F1', 'F4'];5
172;17;18;['F6', 'F2', 'F5'];5
173;6;20;['F1'];5
174;18;20;['F2', 'F1', 'F5'];5
175;10;12;['F5', 'F3', 'F2', 'F4'];5
176;16;10;['F6', 'F3', 'F1', 'F5'];5
177;4;20;['F3', 'F5', 'F1', 'F2'];5
178;7;1;['F2'];5
179;18;5;['F6'];5
180;2;5;['F2', 'F4', 'F5', 'F6', 'F1'];5
181;12;7;['F1', 'F2', 'F5', 'F3', 'F4'];5
182;4;12;['F1'];5
183;7;2;['F1', 'F5'];5
184;7;14;['F5'];5
185;4;7;['F5'];5
186;8;13;['F1', 'F6', 'F4', 'F5', 'F3'];5
187;19;16;['F4', 'F6', 'F2', 'F3', 'F5'];5
188;19;11;['F2', 'F1'];5
189;17;13;['F2'];5
190;13;5;['F3', 'F1'];5
191;13;5;['F2', 'F3'];5
192;4;18;['F4', 'F1'];5
193;13;14;['F4', 'F6'];5
194;17;18;['F3', 'F2', 'F1'];5
195;20;7;['F1', 'F5'];5
