requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
1;9;18;['F2', 'F1', 'F5', 'F4', 'F6'];5
2;10;5;['F4', 'F6', 'F2'];5
3;19;12;['F1', 'F4', 'F2', 'F3'];5
4;19;10;['F6', 'F1', 'F4', 'F3', 'F5'];5
5;20;8;['F1', 'F2'];5
6;17;20;['F1'];5
7;1;12;['F3', 'F1', 'F6'];5
8;18;15;['F5', 'F2', 'F3', 'F6', 'F1'];5
9;12;8;['F2', 'F5', 'F4'];5
10;20;9;['F1', 'F5'];5
11;8;20;['F2', 'F3'];5
12;8;12;['F2', 'F1', 'F6'];5
13;13;19;['F3', 'F2'];5
14;2;4;['F4', 'F1', 'F6'];5
15;10;15;['F6'];5
16;16;14;['F2', 'F1', 'F6'];5
17;20;9;['F5', 'F6', 'F2', 'F3'];5
18;4;16;['F3', 'F4', 'F1'];5
19;5;13;['F1', 'F3', 'F4'];5
20;16;12;['F3', 'F5', 'F1', 'F2'];5
21;13;9;['F4', 'F3', 'F5', 'F6'];5
22;7;3;['F4'];5
23;13;1;['F2', 'F4', 'F3', 'F5'];5
24;15;6;['F3', 'F1'];5
25;13;1;['F4', 'F1', 'F5', 'F3'];5
26;11;16;['F6', 'F5', 'F3', 'F4'];5
27;17;15;['F2', 'F3'];5
28;20;13;['F1', 'F2'];5
29;8;20;['F4', 'F6', 'F1'];5
30;11;10;['F2', 'F3', 'F6', 'F5'];5
31;8;7;['F2', 'F5'];5
32;7;4;['F3'];5
33;2;17;['F4', 'F2', 'F3'];5
34;7;2;['F2', 'F3'];5
35;17;20;['F5'];5
36;18;7;['F3', 'F2', 'F5'];5
37;12;6;['F4', 'F3', 'F6'];5
38;1;10;['F2', 'F6', 'F1', 'F3'];5
39;20;9;['F6', 'F1', 'F2', 'F5'];5
40;1;19;['F5', 'F3', 'F1'];5
41;19;11;['F1', 'F2'];5
42;8;6;['F1'];5
43;12;18;['F3', 'F6', 'F4'];5
44;8;4;['F4', 'F6', 'F5'];5
45;18;5;['F3', 'F5', 'F6', 'F1', 'F2'];5
46;17;8;['F5', 'F6'];5
47;19;16;['F3', 'F2'];5
48;5;7;['F3', 'F1', 'F5', 'F4'];5
49;19;5;['F4', 'F3', 'F6', 'F1'];5
50;4;14;['F6', 'F4', 'F3', 'F5'];5
51;20;12;['F5'];5
52;17;20;['F6', 'F2', 'F1'];5
53;15;10;['F5', 'F1', 'F3'];5
54;15;2;['F5', 'F6', 'F4'];5
55;14;5;['F6', 'F3'];5
56;12;18;['F5'];5
57;14;7;['F6', 'F3', 'F4'];5
58;8;15;['F3', 'F1'];5
59;17;19;['F5', 'F3'];5
60;9;17;['F3', 'F4', 'F6'];5
61;4;2;['F4'];5
62;7;4;['F6', 'F4'];5
63;16;12;['F4', 'F1', 'F2'];5
64;12;18;['F6'];5
65;5;7;['F6', 'F1', 'F2'];5
66;10;1;['F3'];5
67;12;4;['F1', 'F2', 'F6'];5
68;13;7;['F1', 'F4', 'F5', 'F2', 'F3'];5
69;3;10;['F5', 'F1', 'F4'];5
70;18;3;['F6', 'F2'];5
71;10;18;['F2'];5
72;16;15;['F4', 'F3', 'F6'];5
73;3;12;['F4'];5
74;18;20;['F2', 'F1', 'F5', 'F4'];5
75;18;4;['F4', 'F1', 'F5', 'F3'];5
76;15;12;['F2', 'F1'];5
77;18;7;['F2', 'F5', 'F1'];5
78;3;10;['F1', 'F4', 'F2'];5
79;19;8;['F4', 'F2', 'F5', 'F6'];5
80;18;12;['F3'];5
81;19;18;['F4', 'F1', 'F2'];5
82;20;13;['F5', 'F6'];5
83;1;14;['F3', 'F5', 'F6'];5
84;4;8;['F1', 'F3'];5
85;18;20;['F4', 'F6'];5
86;16;8;['F4', 'F2', 'F3'];5
87;7;8;['F6', 'F4', 'F3'];5
88;2;1;['F2', 'F3', 'F4'];5
89;9;14;['F5', 'F1'];5
90;7;2;['F1', 'F2'];5
91;8;19;['F4', 'F6'];5
92;20;11;['F1', 'F6'];5
93;20;2;['F5', 'F3', 'F1', 'F6'];5
94;5;4;['F6', 'F5', 'F2'];5
95;1;7;['F4', 'F5'];5
96;15;8;['F4', 'F2', 'F3', 'F6'];5
97;16;11;['F4', 'F3', 'F2'];5
98;5;7;['F6', 'F4', 'F5', 'F1'];5
99;4;18;['F4', 'F2', 'F1'];5
100;2;10;['F4', 'F5', 'F6'];5
101;1;9;['F4', 'F6'];5
102;16;4;['F3', 'F4', 'F6', 'F5'];5
103;17;2;['F3'];5
104;15;1;['F4', 'F1', 'F6', 'F3'];5
105;11;2;['F6', 'F1'];5
106;4;11;['F5', 'F1'];5
107;6;1;['F5', 'F1', 'F3', 'F2'];5
108;13;5;['F4', 'F5', 'F3'];5
109;7;2;['F2', 'F3'];5
110;18;19;['F3'];5
111;6;10;['F1', 'F5', 'F6'];5
112;20;16;['F2', 'F4', 'F6', 'F3'];5
113;9;4;['F4'];5
114;9;1;['F5'];5
115;8;20;['F3', 'F1', 'F4'];5
116;1;2;['F2', 'F1', 'F3'];5
117;13;17;['F5', 'F6', 'F4', 'F3', 'F1'];5
118;2;17;['F2'];5
119;1;9;['F5', 'F4'];5
120;8;3;['F2'];5
121;19;6;['F3', 'F6', 'F5'];5
122;18;19;['F4', 'F6', 'F3'];5
123;13;3;['F5'];5
124;14;6;['F2', 'F5'];5
125;9;20;['F3', 'F2'];5
126;17;12;['F5', 'F1', 'F3'];5
127;2;17;['F2', 'F3', 'F4', 'F6'];5
128;9;13;['F3', 'F5', 'F1', 'F4'];5
129;13;11;['F4', 'F1', 'F5'];5
130;18;15;['F1'];5
131;15;1;['F1', 'F4'];5
132;8;13;['F1', 'F4'];5
133;4;12;['F1', 'F3'];5
134;17;12;['F6', 'F5', 'F2'];5
135;13;19;['F5', 'F2'];5
136;9;12;['F4', 'F6'];5
137;12;3;['F3', 'F1', 'F5', 'F4'];5
138;2;16;['F1', 'F2'];5
139;5;1;['F4', 'F1', 'F6'];5
140;8;7;['F2', 'F3', 'F5', 'F4'];5
141;5;20;['F1', 'F5', 'F4', 'F3', 'F2'];5
142;6;11;['F3', 'F5', 'F2', 'F4'];5
143;17;9;['F3', 'F2'];5
144;14;18;['F1', 'F4', 'F2', 'F3'];5
145;1;3;['F1', 'F5', 'F3', 'F6'];5
146;17;18;['F5', 'F4', 'F6'];5
147;17;1;['F3', 'F4', 'F2', 'F1'];5
148;20;4;['F2', 'F5', 'F1', 'F3'];5
149;6;14;['F1'];5
150;8;18;['F5', 'F2'];5
151;10;6;['F4', 'F6'];5
152;14;10;['F1', 'F5', 'F3'];5
153;7;9;['F1', 'F6', 'F5', 'F4'];5
154;10;15;['F2'];5
155;4;13;['F2'];5
156;12;7;['F3', 'F5', 'F2'];5
157;3;20;['F3', 'F4', 'F2', 'F5', 'F6'];5
158;2;1;['F5', 'F6', 'F4', 'F3'];5
159;3;12;['F4', 'F1', 'F2'];5
160;3;5;['F3', 'F1', 'F6', 'F5'];5
161;8;2;['F3'];5
162;2;9;['F1', 'F5', 'F3', 'F6'];5
163;18;1;['F5', 'F4', 'F6'];5
164;8;15;['F6', 'F4'];5
165;6;13;['F1', 'F2', 'F6'];5
166;18;5;['F4', 'F3', 'F1'];5
167;7;6;['F2', 'F1'];5
168;6;5;['F1', 'F4', 'F2'];5
169;2;18;['F6', 'F5', 'F3'];5
170;15;17;['F6', 'F1', 'F4', 'F2'];5
171;6;10;['F5', 'F6'];5
172;20;5;['F6', 'F1', 'F3', 'F4'];5
173;11;4;['F5', 'F1', 'F2'];5
174;5;9;['F4', 'F2', 'F1'];5
175;13;2;['F6'];5
176;12;16;['F5', 'F1'];5
177;18;6;['F6', 'F1', 'F3', 'F2', 'F5'];5
178;10;20;['F2'];5
179;17;2;['F5', 'F3'];5
180;20;5;['F5', 'F3', 'F6', 'F2'];5
181;11;12;['F1'];5
182;17;2;['F3'];5
183;14;11;['F5', 'F2'];5
184;3;8;['F5', 'F1', 'F6', 'F3'];5
185;2;8;['F2', 'F1', 'F3'];5
186;6;20;['F5'];5
187;15;4;['F2', 'F3'];5
188;5;15;['F4', 'F1', 'F5', 'F2'];5
189;10;2;['F3', 'F6', 'F1', 'F5', 'F4'];5
190;4;8;['F5', 'F6', 'F1', 'F4'];5
191;20;6;['F5', 'F2'];5
192;11;1;['F5', 'F6', 'F2', 'F4'];5
193;2;16;['F4', 'F3', 'F2', 'F1'];5
194;10;7;['F2'];5
195;16;8;['F3'];5
196;17;2;['F4', 'F1', 'F5', 'F3', 'F2'];5
197;19;4;['F2', 'F6'];5
198;19;6;['F2', 'F3', 'F5'];5
199;12;19;['F4', 'F5'];5
200;4;7;['F3'];5
201;9;11;['F4', 'F3'];5
202;5;9;['F3', 'F4', 'F6'];5
203;3;16;['F5', 'F1'];5
204;11;4;['F6', 'F3', 'F4', 'F1'];5
205;16;6;['F6'];5
206;15;8;['F6', 'F4', 'F1', 'F5', 'F3'];5
207;6;16;['F5', 'F6', 'F1'];5
208;14;16;['F5', 'F3', 'F6'];5
209;15;14;['F2', 'F1', 'F6'];5
210;10;17;['F6', 'F4', 'F3'];5
211;5;15;['F1', 'F6'];5
212;14;6;['F2', 'F5', 'F6'];5
213;7;5;['F2'];5
214;9;19;['F5', 'F3'];5
215;3;5;['F2', 'F3', 'F4', 'F5'];5
216;15;18;['F3', 'F1', 'F6'];5
217;7;19;['F6', 'F1'];5
218;9;5;['F5'];5
219;14;18;['F1', 'F5', 'F2', 'F4'];5
220;7;13;['F3', 'F2'];5
221;7;19;['F2', 'F1', 'F3', 'F5'];5
222;7;4;['F1', 'F4', 'F3'];5
223;15;13;['F6'];5
224;5;8;['F6'];5
225;9;16;['F2', 'F1', 'F4', 'F5'];5
226;10;13;['F4', 'F2', 'F5'];5
227;10;1;['F4'];5
228;8;2;['F5', 'F4', 'F6', 'F3', 'F2'];5
229;7;17;['F5', 'F2', 'F3'];5
230;3;19;['F2'];5
231;5;1;['F1', 'F6'];5
232;14;17;['F2', 'F3'];5
233;9;14;['F6'];5
234;17;16;['F4', 'F6', 'F2'];5
235;16;1;['F1', 'F3'];5
236;1;2;['F5', 'F1'];5
237;20;17;['F5', 'F4'];5
238;14;5;['F5', 'F6', 'F2', 'F3', 'F1'];5
239;15;3;['F1', 'F3'];5
240;17;20;['F3', 'F6'];5
241;9;17;['F3'];5
242;11;15;['F5', 'F2', 'F6'];5
243;19;8;['F2', 'F6', 'F5', 'F1', 'F3'];5
244;9;17;['F2', 'F6', 'F5', 'F1'];5
245;2;1;['F3', 'F5'];5
246;8;11;['F1', 'F3'];5
247;9;13;['F3'];5
