requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
1;3;19;['F4', 'F6', 'F5'];5
2;6;12;['F2', 'F5'];5
3;14;12;['F4', 'F3'];5
4;1;17;['F3', 'F1'];5
5;8;17;['F1', 'F4', 'F6', 'F5'];5
6;3;8;['F6', 'F5', 'F3', 'F2'];5
7;15;16;['F4', 'F3'];5
8;6;7;['F5', 'F6'];5
9;2;6;['F6', 'F3', 'F2', 'F4', 'F1'];5
10;18;20;['F4', 'F5'];5
11;15;5;['F4'];5
12;6;2;['F3', 'F6', 'F2', 'F1'];5
13;11;1;['F6', 'F3'];5
14;5;4;['F1', 'F3', 'F2', 'F5'];5
15;16;14;['F6', 'F5', 'F1'];5
16;16;11;['F6'];5
17;16;1;['F1', 'F2', 'F4'];5
18;17;1;['F5', 'F4'];5
19;12;8;['F6', 'F3', 'F2'];5
20;8;4;['F5', 'F4'];5
21;18;6;['F6', 'F5'];5
22;3;6;['F3', 'F4', 'F1', 'F6'];5
23;10;14;['F5', 'F1', 'F6'];5
24;12;16;['F2'];5
25;18;13;['F2', 'F1', 'F4', 'F3'];5
26;20;4;['F2', 'F1', 'F4'];5
27;4;20;['F1', 'F2', 'F4'];5
28;10;13;['F2', 'F4', 'F3'];5
29;2;15;['F1', 'F3', 'F5', 'F6'];5
30;3;1;['F3', 'F4'];5
31;17;11;['F5', 'F3'];5
32;9;13;['F5', 'F2', 'F6'];5
33;8;13;['F6', 'F4', 'F5'];5
34;11;7;['F6', 'F4', 'F5', 'F1'];5
35;9;16;['F6', 'F3'];5
36;8;2;['F4', 'F1'];5
37;16;4;['F6', 'F4', 'F1', 'F2'];5
38;7;14;['F2'];5
39;19;11;['F3', 'F6', 'F1', 'F2', 'F5'];5
40;13;19;['F5'];5
41;20;18;['F1', 'F5', 'F3'];5
42;15;2;['F6', 'F2'];5
43;14;18;['F2', 'F4', 'F3'];5
44;14;17;['F4', 'F5'];5
45;9;6;['F2'];5
46;1;15;['F5', 'F6', 'F2'];5
47;17;6;['F1'];5
48;14;16;['F1', 'F5', 'F2', 'F3'];5
49;7;15;['F6'];5
50;15;6;['F4', 'F2', 'F5', 'F3', 'F6'];5
51;11;3;['F3'];5
52;20;10;['F3', 'F2', 'F6'];5
53;12;17;['F4', 'F2'];5
54;6;19;['F6', 'F3', 'F1'];5
55;12;17;['F3', 'F4', 'F5', 'F2', 'F1'];5
56;7;16;['F4', 'F5', 'F3'];5
57;20;1;['F4', 'F5', 'F6'];5
58;8;2;['F2', 'F6', 'F3', 'F4'];5
59;7;14;['F5', 'F6', 'F2'];5
60;14;7;['F6', 'F5', 'F2', 'F3'];5
61;15;1;['F4', 'F3', 'F6'];5
62;16;7;['F4', 'F5', 'F2', 'F3', 'F1', 'F6'];5
63;7;4;['F5', 'F4', 'F3'];5
64;7;1;['F4', 'F6', 'F3', 'F2'];5
65;7;3;['F1'];5
66;3;15;['F4', 'F3', 'F5', 'F1'];5
67;12;10;['F5', 'F1'];5
68;12;14;['F1', 'F5', 'F2', 'F4'];5
69;6;2;['F1', 'F6', 'F2'];5
70;4;14;['F5', 'F1', 'F2', 'F6'];5
71;8;17;['F6', 'F5', 'F1', 'F4'];5
72;15;7;['F5'];5
73;1;8;['F2', 'F4'];5
74;3;20;['F3', 'F6', 'F5', 'F1'];5
75;16;13;['F1', 'F4', 'F6', 'F3'];5
76;16;7;['F2', 'F5', 'F1'];5
77;6;1;['F1', 'F5', 'F3'];5
78;7;5;['F1', 'F4', 'F6'];5
79;6;19;['F6'];5
80;1;7;['F4', 'F5', 'F6'];5
81;16;4;['F3', 'F1', 'F5', 'F6'];5
82;10;9;['F6'];5
83;8;2;['F6', 'F3', 'F2'];5
84;4;7;['F3'];5
85;1;4;['F1'];5
