requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
1;5;2;['F5', 'F6'];5
2;13;8;['F3'];5
3;13;4;['F4', 'F3', 'F5', 'F1'];5
4;17;11;['F1', 'F6'];5
5;6;14;['F5', 'F6', 'F3'];5
6;1;17;['F3', 'F5', 'F1'];5
7;3;14;['F6', 'F4', 'F3'];5
8;1;5;['F4', 'F6', 'F1'];5
9;19;2;['F2', 'F3'];5
10;12;8;['F4', 'F3', 'F2'];5
11;6;5;['F2'];5
12;5;3;['F2', 'F1'];5
13;1;20;['F3', 'F1', 'F4'];5
14;14;8;['F3', 'F1'];5
15;8;12;['F3'];5
16;7;20;['F1', 'F4', 'F3'];5
17;20;5;['F2', 'F1', 'F3'];5
18;15;18;['F2', 'F1', 'F5', 'F4'];5
19;2;19;['F1', 'F5', 'F2'];5
20;1;13;['F2', 'F6', 'F3'];5
21;10;1;['F5', 'F6', 'F3'];5
22;12;2;['F6'];5
23;3;4;['F4'];5
24;3;6;['F4', 'F1', 'F3'];5
25;6;19;['F5'];5
26;1;8;['F1', 'F6'];5
27;8;14;['F3'];5
28;2;14;['F5', 'F1', 'F3', 'F4'];5
29;12;14;['F3', 'F4', 'F2', 'F1'];5
30;6;12;['F2', 'F1'];5
31;13;8;['F2', 'F1', 'F4', 'F6'];5
32;11;19;['F6', 'F2'];5
33;1;5;['F1', 'F4', 'F2'];5
34;19;5;['F3', 'F6', 'F1'];5
35;7;19;['F5', 'F1'];5
36;7;19;['F1', 'F4', 'F6', 'F5', 'F2', 'F3'];5
37;5;6;['F2', 'F5'];5
38;18;12;['F6', 'F2'];5
39;3;8;['F5'];5
40;1;16;['F1'];5
41;10;2;['F4', 'F2'];5
42;13;18;['F3', 'F6', 'F5', 'F4'];5
43;16;18;['F3', 'F5', 'F1', 'F6', 'F2'];5
44;8;16;['F6', 'F3'];5
45;13;20;['F2', 'F3'];5
46;2;11;['F4', 'F2', 'F3', 'F6'];5
47;14;9;['F4', 'F3', 'F6'];5
48;2;10;['F2'];5
49;12;17;['F4', 'F3'];5
50;13;16;['F3', 'F5'];5
51;11;19;['F5', 'F3'];5
52;18;8;['F5'];5
53;20;6;['F3', 'F4', 'F1'];5
54;12;8;['F1', 'F6', 'F4', 'F5'];5
55;12;10;['F4', 'F2', 'F5', 'F3'];5
56;5;14;['F2', 'F6', 'F4'];5
57;12;9;['F4', 'F2', 'F5', 'F3'];5
58;14;2;['F1', 'F5', 'F6', 'F2'];5
59;11;4;['F2', 'F5', 'F6', 'F3'];5
60;1;7;['F6', 'F4', 'F1', 'F3'];5
61;13;17;['F3', 'F1', 'F5', 'F4', 'F2'];5
62;2;6;['F1'];5
63;18;13;['F4', 'F6', 'F2'];5
64;9;13;['F3', 'F5', 'F1'];5
65;1;12;['F6'];5
66;2;8;['F1'];5
67;6;2;['F2', 'F5'];5
68;10;2;['F3'];5
69;20;1;['F3', 'F2', 'F1', 'F4'];5
70;6;17;['F4', 'F2', 'F3'];5
71;1;7;['F4', 'F3', 'F6', 'F5'];5
72;1;6;['F4'];5
73;15;19;['F1'];5
74;12;15;['F1', 'F5', 'F4', 'F3', 'F6'];5
75;6;18;['F1', 'F4', 'F6', 'F5'];5
76;12;8;['F4', 'F6', 'F3'];5
77;7;15;['F2', 'F1'];5
78;6;4;['F2'];5
79;12;5;['F3', 'F1', 'F4'];5
80;11;1;['F1', 'F3', 'F6', 'F5', 'F4'];5
81;14;3;['F6', 'F2', 'F4', 'F3'];5
82;10;17;['F4', 'F3'];5
83;13;2;['F2'];5
84;13;16;['F3', 'F5', 'F2'];5
85;2;7;['F1', 'F5', 'F6', 'F4'];5
86;19;8;['F5'];5
87;1;8;['F5', 'F3'];5
88;6;14;['F4', 'F5', 'F3'];5
89;17;6;['F1', 'F4', 'F6'];5
90;3;12;['F2', 'F1', 'F5'];5
91;8;13;['F3'];5
92;15;2;['F5', 'F4', 'F3'];5
93;12;3;['F6', 'F1'];5
94;13;2;['F3'];5
95;5;7;['F5', 'F2', 'F4'];5
96;5;16;['F2', 'F3'];5
97;9;11;['F1', 'F3', 'F6'];5
98;12;1;['F2', 'F4', 'F1'];5
99;7;15;['F5', 'F2', 'F1'];5
100;20;4;['F6'];5
101;16;7;['F5', 'F3', 'F2', 'F4'];5
102;9;2;['F2', 'F4', 'F3'];5
103;12;2;['F2', 'F6', 'F5'];5
104;7;15;['F4', 'F1'];5
105;3;11;['F1', 'F2'];5
106;6;7;['F1', 'F6', 'F4', 'F5'];5
107;15;18;['F4', 'F3'];5
108;20;9;['F2'];5
109;20;19;['F1', 'F3'];5
110;15;13;['F1', 'F5'];5
111;1;17;['F2', 'F3', 'F1'];5
112;9;16;['F2', 'F3'];5
113;14;19;['F1', 'F3', 'F4'];5
114;17;4;['F1', 'F5', 'F3'];5
115;6;14;['F4'];5
116;16;3;['F5'];5
117;11;14;['F1', 'F2', 'F6'];5
118;3;13;['F4', 'F3', 'F2', 'F1'];5
119;19;13;['F6', 'F3', 'F1', 'F5'];5
120;10;17;['F4'];5
121;20;5;['F3', 'F1', 'F6'];5
122;13;2;['F3', 'F1'];5
123;20;14;['F6', 'F2', 'F3', 'F5'];5
124;17;20;['F3', 'F2', 'F5'];5
125;4;20;['F2'];5
126;6;2;['F1', 'F6', 'F2', 'F5'];5
127;12;1;['F6'];5
128;5;4;['F2'];5
129;20;18;['F1', 'F6'];5
130;7;18;['F1'];5
131;5;10;['F6', 'F2', 'F1'];5
132;13;14;['F1', 'F2', 'F3', 'F4'];5
133;16;15;['F6', 'F3', 'F2'];5
134;4;9;['F4', 'F2'];5
135;15;2;['F4', 'F2'];5
136;16;7;['F6', 'F2', 'F1', 'F4'];5
137;16;4;['F5'];5
138;14;8;['F5', 'F6', 'F4', 'F1', 'F3'];5
139;14;4;['F2', 'F5', 'F6', 'F3'];5
140;4;11;['F4', 'F2'];5
141;9;1;['F6', 'F1', 'F5'];5
142;18;7;['F6', 'F3', 'F1'];5
143;11;20;['F6', 'F5', 'F3', 'F2', 'F4'];5
144;15;2;['F1', 'F2'];5
145;15;5;['F3'];5
146;18;15;['F6', 'F4', 'F2', 'F1'];5
147;13;5;['F1'];5
148;18;15;['F3', 'F2', 'F4'];5
149;9;5;['F5'];5
150;10;8;['F3', 'F4', 'F2', 'F5'];5
151;19;9;['F6', 'F3', 'F2'];5
152;13;12;['F2', 'F4'];5
153;13;2;['F5'];5
154;15;19;['F1', 'F2', 'F4'];5
155;8;4;['F5'];5
156;5;7;['F3', 'F1', 'F4', 'F5'];5
157;8;7;['F4', 'F6', 'F3', 'F1', 'F2'];5
158;5;13;['F3'];5
159;16;14;['F4', 'F3', 'F2', 'F6'];5
160;9;17;['F6', 'F2', 'F4', 'F3', 'F5'];5
161;7;13;['F2'];5
162;19;4;['F3', 'F6', 'F5'];5
163;19;12;['F4'];5
164;5;17;['F1', 'F6', 'F5'];5
165;19;5;['F6', 'F2', 'F4'];5
166;5;13;['F6', 'F4'];5
167;9;19;['F3'];5
168;16;14;['F6'];5
169;15;5;['F3', 'F5', 'F6'];5
170;13;15;['F2', 'F1', 'F3'];5
171;13;15;['F1'];5
172;3;11;['F1'];5
173;13;8;['F2', 'F6', 'F4', 'F3'];5
174;13;5;['F6', 'F3'];5
175;11;4;['F3', 'F2', 'F1', 'F5', 'F6'];5
176;14;5;['F1', 'F3', 'F6'];5
177;14;18;['F3'];5
178;18;15;['F3', 'F5', 'F2'];5
179;1;6;['F2', 'F6', 'F4', 'F5'];5
180;19;7;['F2'];5
181;4;13;['F1'];5
182;7;5;['F1', 'F5'];5
183;1;13;['F3', 'F4', 'F5'];5
184;11;12;['F6', 'F5'];5
185;8;16;['F3', 'F6'];5
186;4;11;['F2', 'F6', 'F4', 'F3'];5
187;15;18;['F4', 'F3', 'F1', 'F2', 'F5'];5
188;17;13;['F6', 'F3'];5
189;5;13;['F1', 'F2'];5
190;9;19;['F4'];5
191;12;7;['F3', 'F1'];5
192;18;13;['F1', 'F5', 'F4', 'F6', 'F2'];5
193;15;11;['F1', 'F4', 'F6'];5
194;18;4;['F4', 'F1'];5
195;18;7;['F2', 'F4', 'F3'];5
196;3;10;['F2'];5
197;9;17;['F3'];5
198;10;6;['F4', 'F5', 'F6', 'F2'];5
199;15;16;['F3', 'F4'];5
200;17;4;['F5', 'F4'];5
201;17;12;['F2', 'F6', 'F5', 'F1'];5
202;12;4;['F1'];5
203;14;19;['F1', 'F2', 'F5', 'F4'];5
204;12;19;['F1', 'F3'];5
205;3;7;['F4', 'F6', 'F2', 'F5'];5
206;6;8;['F5', 'F2'];5
207;12;14;['F5', 'F2', 'F6'];5
208;19;11;['F4'];5
209;17;11;['F2', 'F6', 'F4', 'F5'];5
210;7;3;['F3', 'F1', 'F5'];5
211;16;13;['F6', 'F1', 'F4'];5
212;11;2;['F1'];5
213;4;9;['F1', 'F6'];5
214;6;15;['F1', 'F2', 'F5'];5
215;14;3;['F3'];5
216;10;15;['F6', 'F1', 'F4', 'F5'];5
217;19;10;['F4'];5
218;2;13;['F5', 'F3', 'F1'];5
219;19;6;['F4', 'F3', 'F1'];5
220;20;9;['F1', 'F6', 'F2'];5
221;7;12;['F3', 'F1', 'F5'];5
222;8;7;['F3'];5
223;4;14;['F3', 'F6'];5
224;8;3;['F5', 'F3', 'F1'];5
225;1;11;['F5', 'F2', 'F4'];5
226;20;6;['F1', 'F5', 'F2', 'F3'];5
227;7;5;['F2', 'F6', 'F4'];5
228;11;10;['F1', 'F3', 'F5'];5
229;11;4;['F4', 'F6', 'F1', 'F5'];5
230;14;11;['F3', 'F6', 'F1'];5
231;16;6;['F5'];5
232;5;11;['F2', 'F5'];5
233;1;4;['F6', 'F2'];5
234;20;13;['F1', 'F2', 'F6'];5
235;17;9;['F2', 'F6', 'F1'];5
236;11;18;['F2', 'F4', 'F1'];5
237;18;8;['F6', 'F5'];5
238;8;5;['F4', 'F3'];5
239;12;13;['F5', 'F1', 'F3', 'F4'];5
240;6;5;['F6', 'F1', 'F2', 'F4'];5
241;12;4;['F3', 'F1', 'F2'];5
242;15;4;['F6', 'F1', 'F3', 'F4', 'F5'];5
243;20;15;['F3', 'F5', 'F2'];5
244;5;3;['F1', 'F6'];5
245;10;9;['F3', 'F4', 'F2', 'F5'];5
246;20;5;['F4', 'F6', 'F2'];5
247;13;12;['F1', 'F3'];5
248;4;18;['F1', 'F5', 'F4'];5
249;20;3;['F5'];5
250;13;8;['F4', 'F2', 'F6', 'F3'];5
251;5;9;['F4', 'F3', 'F1', 'F6'];5
252;2;7;['F6'];5
253;18;3;['F3', 'F4', 'F2', 'F1'];5
254;13;14;['F3', 'F5', 'F4'];5
255;7;6;['F1', 'F5'];5
256;9;4;['F1', 'F5'];5
257;20;15;['F4', 'F5', 'F1'];5
258;19;11;['F4', 'F1'];5
259;3;16;['F2', 'F5', 'F3', 'F1', 'F6'];5
260;11;20;['F5', 'F6', 'F1'];5
261;5;2;['F5', 'F1', 'F2', 'F4'];5
262;12;16;['F4'];5
263;8;7;['F3', 'F5', 'F1'];5
264;16;10;['F1', 'F2', 'F5', 'F6'];5
265;3;15;['F5', 'F6', 'F3', 'F4'];5
266;10;11;['F1'];5
267;15;13;['F6', 'F3', 'F5'];5
268;10;12;['F4'];5
269;2;10;['F4', 'F1', 'F5'];5
270;1;15;['F1', 'F5', 'F3'];5
271;6;16;['F1', 'F3'];5
272;2;7;['F1'];5
273;17;18;['F1'];5
274;11;15;['F6'];5
275;3;16;['F3', 'F1', 'F5'];5
276;8;1;['F5', 'F3', 'F1'];5
277;9;10;['F2', 'F5', 'F3'];5
278;12;18;['F6'];5
279;6;2;['F5'];5
280;4;9;['F2'];5
281;13;15;['F3', 'F1', 'F2', 'F6', 'F5'];5
282;4;18;['F5', 'F3', 'F2', 'F1'];5
283;11;13;['F1', 'F3', 'F5', 'F2'];5
284;6;7;['F4'];5
285;20;10;['F1', 'F5', 'F6'];5
286;20;18;['F3', 'F2', 'F4'];5
287;15;11;['F6', 'F2', 'F1'];5
288;11;20;['F6'];5
289;1;5;['F6'];5
290;4;13;['F6', 'F3', 'F2', 'F4'];5
291;4;14;['F3', 'F1', 'F2'];5
292;6;11;['F2', 'F6', 'F1', 'F3'];5
293;11;4;['F5', 'F1'];5
294;11;16;['F5', 'F2'];5
295;7;15;['F1', 'F5', 'F3'];5
296;7;11;['F2', 'F3', 'F4', 'F5'];5
297;14;18;['F5', 'F4', 'F2'];5
298;17;13;['F5', 'F2', 'F4'];5
299;20;14;['F1', 'F3', 'F5'];5
300;7;3;['F6', 'F5', 'F1'];5
301;9;14;['F3'];5
302;11;17;['F5', 'F4', 'F1', 'F6'];5
303;19;9;['F6', 'F3', 'F5', 'F2'];5
304;12;6;['F4', 'F5'];5
305;12;19;['F3', 'F5', 'F6'];5
306;15;20;['F4', 'F2', 'F1'];5
307;13;11;['F4', 'F1', 'F6', 'F5'];5
308;5;11;['F3', 'F5', 'F2', 'F4'];5
309;12;9;['F1', 'F4'];5
310;4;9;['F4', 'F1', 'F3'];5
311;17;15;['F2', 'F4', 'F5'];5
312;12;13;['F5', 'F3', 'F2', 'F4'];5
313;19;14;['F1', 'F2', 'F3'];5
314;1;13;['F5', 'F2'];5
315;4;19;['F6', 'F3', 'F1'];5
316;19;12;['F2', 'F3', 'F6'];5
317;12;16;['F6', 'F4', 'F1'];5
318;10;18;['F6', 'F5', 'F3', 'F2'];5
319;13;8;['F4', 'F2', 'F6', 'F3', 'F1'];5
320;19;1;['F1', 'F2', 'F6'];5
321;16;7;['F3', 'F6'];5
322;14;8;['F5', 'F6', 'F4'];5
323;19;11;['F1', 'F6', 'F4'];5
324;10;13;['F4'];5
325;7;18;['F4', 'F5'];5
326;1;11;['F3', 'F6', 'F5', 'F2'];5
327;20;10;['F4', 'F2', 'F6', 'F5', 'F3'];5
328;5;13;['F3', 'F5', 'F4'];5
329;11;16;['F3', 'F5'];5
330;2;10;['F4', 'F6', 'F1', 'F3', 'F2'];5
331;4;20;['F2', 'F6'];5
332;10;6;['F4', 'F2'];5
333;14;17;['F3', 'F1', 'F4'];5
334;2;12;['F2', 'F3', 'F5'];5
335;6;18;['F5', 'F1', 'F4', 'F6'];5
336;3;19;['F4', 'F3', 'F5'];5
337;7;18;['F2', 'F1', 'F5', 'F4'];5
338;14;6;['F5'];5
339;4;12;['F2', 'F5', 'F3'];5
340;16;2;['F6'];5
341;2;5;['F5', 'F4'];5
342;8;12;['F3', 'F4'];5
343;20;13;['F4', 'F6', 'F5'];5
344;3;5;['F2', 'F5'];5
345;15;4;['F4'];5
346;9;1;['F4'];5
